Symbol,Name,Sector,industry,instrument,path
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components,S1000724,./yhoo_data/S1000724.csv
BGH,Babson Global Short Duration High Yield Fund,n/a,n/a,S1000725,./yhoo_data/S1000725.csv
BGI,Birks Group Inc.,Consumer Services,Consumer Specialties,S1000726,./yhoo_data/S1000726.csv
BGIO,BlackRock 2022 Global Income Opportunity Trust,n/a,n/a,S1000727,./yhoo_data/S1000727.csv
BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals,S1000728,./yhoo_data/S1000728.csv
BGR,BlackRock Energy and Resources Trust,n/a,n/a,S1000729,./yhoo_data/S1000729.csv
BGS,"B&G Foods, Inc.",Consumer Non-Durables,Packaged Foods,S1000730,./yhoo_data/S1000730.csv
BGSF,BG Staffing Inc,Technology,Professional Services,S1000731,./yhoo_data/S1000731.csv
BGT,Blackrock Global,n/a,n/a,S1000732,./yhoo_data/S1000732.csv
BGX,Blackstone GSO Long Short Credit Income Fund,n/a,n/a,S1000733,./yhoo_data/S1000733.csv
BGY,"BLACKROCK INTERNATIONAL, LTD.",n/a,n/a,S1000734,./yhoo_data/S1000734.csv
BH,Biglari Holdings Inc.,Consumer Services,Restaurants,S1000735,./yhoo_data/S1000735.csv
BHAC,Barington/Hilco Acquisition Corp.,Finance,Business Services,S1000736,./yhoo_data/S1000736.csv
BHACR,Barington/Hilco Acquisition Corp.,Finance,Business Services,S1000737,./yhoo_data/S1000737.csv
BHACU,Barington/Hilco Acquisition Corp.,Finance,Business Services,S1000738,./yhoo_data/S1000738.csv
BHACW,Barington/Hilco Acquisition Corp.,Finance,Business Services,S1000739,./yhoo_data/S1000739.csv
BHB,"Bar Harbor Bankshares, Inc.",Finance,Major Banks,S1000740,./yhoo_data/S1000740.csv
BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks,S1000741,./yhoo_data/S1000741.csv
BHE,"Benchmark Electronics, Inc.",Technology,Electrical Products,S1000742,./yhoo_data/S1000742.csv
BHI,Baker Hughes Incorporated,Energy,Metal Fabrications,S1000743,./yhoo_data/S1000743.csv
BHK,Blackrock Core Bond Trust,n/a,n/a,S1000744,./yhoo_data/S1000744.csv
BHL,Blackrock Defined Opportunity Credit Trust,n/a,n/a,S1000745,./yhoo_data/S1000745.csv
BHLB,"Berkshire Hills Bancorp, Inc.",Finance,Banks,S1000746,./yhoo_data/S1000746.csv
BHP,BHP Billiton Limited,Basic Industries,Precious Metals,S1000747,./yhoo_data/S1000747.csv
BHV,BlackRock Virginia Municipal Bond Trust,n/a,n/a,S1000748,./yhoo_data/S1000748.csv
BIB,ProShares Ultra Nasdaq Biotechnology,n/a,n/a,S1000749,./yhoo_data/S1000749.csv
BICK,First Trust BICK Index Fund,n/a,n/a,S1000750,./yhoo_data/S1000750.csv
BID,Sotheby&#39;s,Miscellaneous,Business Services,S1000751,./yhoo_data/S1000751.csv
BIDU,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",S1000752,./yhoo_data/S1000752.csv
BIF,"USLIFE Income Fund, Inc.",n/a,n/a,S1000753,./yhoo_data/S1000753.csv
BIG,"Big Lots, Inc.",Consumer Services,Department/Specialty Retail Stores,S1000754,./yhoo_data/S1000754.csv
BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000755,./yhoo_data/S1000755.csv
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,S1000756,./yhoo_data/S1000756.csv
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,S1000757,./yhoo_data/S1000757.csv
BIOA,BioAmber Inc.,Basic Industries,Major Chemicals,S1000758,./yhoo_data/S1000758.csv
BIOA.WS,BioAmber Inc.,n/a,n/a,S1000759,./yhoo_data/S1000759.csv
BIOC,"Biocept, Inc.",Health Care,Medical Specialities,S1000760,./yhoo_data/S1000760.csv
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments,S1000761,./yhoo_data/S1000761.csv
BIOP,"Bioptix, Inc",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,S1000762,./yhoo_data/S1000762.csv
BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services,S1000763,./yhoo_data/S1000763.csv
BIP,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation,S1000764,./yhoo_data/S1000764.csv
BIS,ProShares UltraShort Nasdaq Biotechnology,n/a,n/a,S1000765,./yhoo_data/S1000765.csv
BIT,BlackRock Multi-Sector Income Trust,n/a,n/a,S1000766,./yhoo_data/S1000766.csv
BITA,Bitauto Holdings Limited,Technology,EDP Services,S1000767,./yhoo_data/S1000767.csv
BIVV,Bioverativ Inc.,Health Care,Major Pharmaceuticals,S1000768,./yhoo_data/S1000768.csv
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,S1000769,./yhoo_data/S1000769.csv
BJZ,Blackrock California Municipal 2018 Term Trust,n/a,n/a,S1000770,./yhoo_data/S1000770.csv
BK,Bank Of New York Mellon Corporation (The),Finance,Major Banks,S1000771,./yhoo_data/S1000771.csv
BKCC,BlackRock Capital Investment Corporation,n/a,n/a,S1000772,./yhoo_data/S1000772.csv
BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management,S1000773,./yhoo_data/S1000773.csv
BKE,"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,S1000774,./yhoo_data/S1000774.csv
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,S1000775,./yhoo_data/S1000775.csv
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,S1000776,./yhoo_data/S1000776.csv
BKFS,"Black Knight Financial Services, Inc.",Technology,Computer Software: Prepackaged Software,S1000777,./yhoo_data/S1000777.csv
BKH,Black Hills Corporation,Public Utilities,Electric Utilities: Central,S1000778,./yhoo_data/S1000778.csv
BKHU,Black Hills Corporation,Public Utilities,Electric Utilities: Central,S1000779,./yhoo_data/S1000779.csv
BKJ,"Bancorp of New Jersey, Inc",Finance,Major Banks,S1000780,./yhoo_data/S1000780.csv
BKK,Blackrock Municipal 2020 Term Trust,n/a,n/a,S1000781,./yhoo_data/S1000781.csv
BKMU,Bank Mutual Corporation,Finance,Savings Institutions,S1000782,./yhoo_data/S1000782.csv
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),n/a,n/a,S1000783,./yhoo_data/S1000783.csv
BKS,"Barnes & Noble, Inc.",Consumer Services,Other Specialty Stores,S1000784,./yhoo_data/S1000784.csv
BKSC,Bank of South Carolina Corp.,Finance,Major Banks,S1000785,./yhoo_data/S1000785.csv
BKT,BlackRock Income Trust Inc. (The),n/a,n/a,S1000786,./yhoo_data/S1000786.csv
BKU,"BankUnited, Inc.",Finance,Savings Institutions,S1000787,./yhoo_data/S1000787.csv
BK^C,Bank Of New York Mellon Corporation (The),n/a,n/a,S1000788,./yhoo_data/S1000788.csv
BL,"BlackLine, Inc.",n/a,n/a,S1000789,./yhoo_data/S1000789.csv
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks,S1000790,./yhoo_data/S1000790.csv
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000791,./yhoo_data/S1000791.csv
BLD,TopBuild Corp.,Basic Industries,Engineering & Construction,S1000792,./yhoo_data/S1000792.csv
BLDP,"Ballard Power Systems, Inc.",Energy,Industrial Machinery/Components,S1000793,./yhoo_data/S1000793.csv
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials,S1000794,./yhoo_data/S1000794.csv
BLE,BlackRock Municipal Income Trust II,n/a,n/a,S1000795,./yhoo_data/S1000795.csv
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,S1000796,./yhoo_data/S1000796.csv
BLH,Blackrock New York Municipal 2018 Term Trust,n/a,n/a,S1000797,./yhoo_data/S1000797.csv
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software,S1000798,./yhoo_data/S1000798.csv
BLJ,Blackrock New Jersey Municipal Bond Trust,n/a,n/a,S1000799,./yhoo_data/S1000799.csv
BLK,"BlackRock, Inc.",Finance,Investment Bankers/Brokers/Service,S1000800,./yhoo_data/S1000800.csv
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,S1000801,./yhoo_data/S1000801.csv
BLL,Ball Corporation,Consumer Durables,Containers/Packaging,S1000802,./yhoo_data/S1000802.csv
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,S1000803,./yhoo_data/S1000803.csv
BLMT,"BSB Bancorp, Inc.",Finance,Major Banks,S1000804,./yhoo_data/S1000804.csv
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals,S1000805,./yhoo_data/S1000805.csv
BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals,S1000806,./yhoo_data/S1000806.csv
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000807,./yhoo_data/S1000807.csv
BLVD,Boulevard Acquisition Corp. II,Finance,Business Services,S1000808,./yhoo_data/S1000808.csv
BLVDU,Boulevard Acquisition Corp. II,Finance,Business Services,S1000809,./yhoo_data/S1000809.csv
BLVDW,Boulevard Acquisition Corp. II,Finance,Business Services,S1000810,./yhoo_data/S1000810.csv
BLW,Citigroup Inc.,Finance,Major Banks,S1000811,./yhoo_data/S1000811.csv
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Finance,Commercial Banks,S1000812,./yhoo_data/S1000812.csv
BMA,Macro Bank Inc.,Finance,Commercial Banks,S1000813,./yhoo_data/S1000813.csv
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials,S1000814,./yhoo_data/S1000814.csv
BME,Blackrock Health Sciences Trust,n/a,n/a,S1000815,./yhoo_data/S1000815.csv
BMI,"Badger Meter, Inc.",Capital Goods,Industrial Machinery/Components,S1000816,./yhoo_data/S1000816.csv
BMLA,BullMark LatAm Select Leaders ETF,n/a,n/a,S1000817,./yhoo_data/S1000817.csv
BMLP,Bank Of Montreal,n/a,n/a,S1000818,./yhoo_data/S1000818.csv
BML^G,Bank of America Corporation,n/a,n/a,S1000819,./yhoo_data/S1000819.csv
BML^H,Bank of America Corporation,n/a,n/a,S1000820,./yhoo_data/S1000820.csv
BML^I,Bank of America Corporation,n/a,n/a,S1000821,./yhoo_data/S1000821.csv
BML^J,Bank of America Corporation,n/a,n/a,S1000822,./yhoo_data/S1000822.csv
BML^L,Bank of America Corporation,n/a,n/a,S1000823,./yhoo_data/S1000823.csv
BMO,Bank Of Montreal,Finance,Commercial Banks,S1000824,./yhoo_data/S1000824.csv
BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments,S1000825,./yhoo_data/S1000825.csv
BMRC,Bank of Marin Bancorp,Finance,Major Banks,S1000826,./yhoo_data/S1000826.csv
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,S1000827,./yhoo_data/S1000827.csv
BMS,"Bemis Company, Inc.",Consumer Durables,Containers/Packaging,S1000828,./yhoo_data/S1000828.csv
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks,S1000829,./yhoo_data/S1000829.csv
BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals,S1000830,./yhoo_data/S1000830.csv
BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions,S1000831,./yhoo_data/S1000831.csv
BNCN,BNC Bancorp,Finance,Major Banks,S1000832,./yhoo_data/S1000832.csv
BNDX,Vanguard Total International Bond ETF,n/a,n/a,S1000833,./yhoo_data/S1000833.csv
BNED,"Barnes & Noble Education, Inc",Consumer Services,Other Specialty Stores,S1000834,./yhoo_data/S1000834.csv
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software,S1000835,./yhoo_data/S1000835.csv
BNJ,BlackRock New Jersey Municipal Income Trust,n/a,n/a,S1000836,./yhoo_data/S1000836.csv
BNS,Bank of Nova Scotia (The),Finance,Major Banks,S1000837,./yhoo_data/S1000837.csv
BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components,S1000838,./yhoo_data/S1000838.csv
BNTC,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,S1000839,./yhoo_data/S1000839.csv
BNTCW,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,S1000840,./yhoo_data/S1000840.csv
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,n/a,n/a,S1000841,./yhoo_data/S1000841.csv
BOBE,"Bob Evans Farms, Inc.",Consumer Services,Restaurants,S1000842,./yhoo_data/S1000842.csv
BOCH,Bank of Commerce Holdings (CA),Finance,Major Banks,S1000843,./yhoo_data/S1000843.csv
BOE,Blackrock Global,n/a,n/a,S1000844,./yhoo_data/S1000844.csv
BOFI,"BofI Holding, Inc.",Finance,Savings Institutions,S1000845,./yhoo_data/S1000845.csv
BOFIL,"BofI Holding, Inc.",Finance,Savings Institutions,S1000846,./yhoo_data/S1000846.csv
BOH,Bank of Hawaii Corporation,Finance,Major Banks,S1000847,./yhoo_data/S1000847.csv
BOJA,"Bojangles&#39;, Inc.",Consumer Services,Restaurants,S1000848,./yhoo_data/S1000848.csv
BOKF,BOK Financial Corporation,Finance,Major Banks,S1000849,./yhoo_data/S1000849.csv
BOKFL,BOK Financial Corporation,Finance,Major Banks,S1000850,./yhoo_data/S1000850.csv
BOLD,"Audentes Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000851,./yhoo_data/S1000851.csv
BONT,"The Bon-Ton Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,S1000852,./yhoo_data/S1000852.csv
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,S1000853,./yhoo_data/S1000853.csv
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,S1000854,./yhoo_data/S1000854.csv
BORN,China New Borun Corporation,Consumer Non-Durables,Beverages (Production/Distribution),S1000855,./yhoo_data/S1000855.csv
BOSC,B.O.S. Better Online Solutions,Technology,Computer Communications Equipment,S1000856,./yhoo_data/S1000856.csv
BOTJ,"Bank of the James Financial Group, Inc.",Finance,Major Banks,S1000857,./yhoo_data/S1000857.csv
BOTZ,Global X Robotics & Artificial Intelligence ETF,n/a,n/a,S1000858,./yhoo_data/S1000858.csv
BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software,S1000859,./yhoo_data/S1000859.csv
BOXC,Brookfield Canada Office Properties,Consumer Services,Real Estate Investment Trusts,S1000860,./yhoo_data/S1000860.csv
BP,BP p.l.c.,Energy,Integrated oil Companies,S1000861,./yhoo_data/S1000861.csv
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,S1000862,./yhoo_data/S1000862.csv
BPFHP,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,S1000863,./yhoo_data/S1000863.csv
BPFHW,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,S1000864,./yhoo_data/S1000864.csv
BPI,"Bridgepoint Education, Inc.",Consumer Services,Other Consumer Services,S1000865,./yhoo_data/S1000865.csv
BPK,Blackrock Municipal 2018 Term Trust,n/a,n/a,S1000866,./yhoo_data/S1000866.csv
BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution,S1000867,./yhoo_data/S1000867.csv
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals,S1000868,./yhoo_data/S1000868.csv
BPMX,BioPharmX Corporation,Health Care,Major Pharmaceuticals,S1000869,./yhoo_data/S1000869.csv
BPOP,"Popular, Inc.",Finance,Major Banks,S1000870,./yhoo_data/S1000870.csv
BPOPM,"Popular, Inc.",Finance,Major Banks,S1000871,./yhoo_data/S1000871.csv
BPOPN,"Popular, Inc.",Finance,Major Banks,S1000872,./yhoo_data/S1000872.csv
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies,S1000873,./yhoo_data/S1000873.csv
BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals,S1000874,./yhoo_data/S1000874.csv
BPY,Brookfield Property Partners L.P.,Finance,Real Estate,S1000875,./yhoo_data/S1000875.csv
BQH,Blackrock New York Municipal Bond Trust,n/a,n/a,S1000876,./yhoo_data/S1000876.csv
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services,S1000877,./yhoo_data/S1000877.csv
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries,S1000878,./yhoo_data/S1000878.csv
BRCD,"Brocade Communications Systems, Inc.",Technology,Computer Communications Equipment,S1000879,./yhoo_data/S1000879.csv
BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),S1000880,./yhoo_data/S1000880.csv
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish,S1000881,./yhoo_data/S1000881.csv
BRG,"Bluerock Residential Growth REIT, Inc.",Consumer Services,Real Estate Investment Trusts,S1000882,./yhoo_data/S1000882.csv
BRG^A,"Bluerock Residential Growth REIT, Inc.",n/a,n/a,S1000883,./yhoo_data/S1000883.csv
BRG^C,"Bluerock Residential Growth REIT, Inc.",n/a,n/a,S1000884,./yhoo_data/S1000884.csv
BRG^D,"Bluerock Residential Growth REIT, Inc.",n/a,n/a,S1000885,./yhoo_data/S1000885.csv
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods,S1000886,./yhoo_data/S1000886.csv
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,S1000887,./yhoo_data/S1000887.csv
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,S1000888,./yhoo_data/S1000888.csv
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions,S1000889,./yhoo_data/S1000889.csv
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,S1000890,./yhoo_data/S1000890.csv
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components,S1000891,./yhoo_data/S1000891.csv
BRN,"Barnwell Industries, Inc.",Energy,Oil & Gas Production,S1000892,./yhoo_data/S1000892.csv
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers,S1000893,./yhoo_data/S1000893.csv
BRS,Bristow Group Inc,Transportation,Transportation Services,S1000894,./yhoo_data/S1000894.csv
BRSS,"Global Brass and Copper Holdings, Inc.",Capital Goods,Metal Fabrications,S1000895,./yhoo_data/S1000895.csv
BRT,BRT Apartments Corp.,Consumer Services,Real Estate Investment Trusts,S1000896,./yhoo_data/S1000896.csv
BRX,Brixmor Property Group Inc.,Consumer Services,Real Estate Investment Trusts,S1000897,./yhoo_data/S1000897.csv
BSAC,Banco Santander Chile,Finance,Commercial Banks,S1000898,./yhoo_data/S1000898.csv
BSBR,Banco Santander Brasil SA,Finance,Commercial Banks,S1000899,./yhoo_data/S1000899.csv
BSD,BlackRock Strategic Municipal Trust Inc. (The),n/a,n/a,S1000900,./yhoo_data/S1000900.csv
BSE,Blackrock New York Municipal Income Quality Trust,n/a,n/a,S1000901,./yhoo_data/S1000901.csv
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings,S1000902,./yhoo_data/S1000902.csv
BSF,"Bear State Financial, Inc.",Finance,Major Banks,S1000903,./yhoo_data/S1000903.csv
BSFT,"BroadSoft, Inc.",Technology,Computer Software: Prepackaged Software,S1000904,./yhoo_data/S1000904.csv
BSL,Blackstone GSO Senior Floating Rate Term Fund,n/a,n/a,S1000905,./yhoo_data/S1000905.csv
BSM,"Black Stone Minerals, L.P.",Energy,Oil & Gas Production,S1000906,./yhoo_data/S1000906.csv
BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,Finance,Commercial Banks,S1000907,./yhoo_data/S1000907.csv
BSPM,"Biostar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000908,./yhoo_data/S1000908.csv
BSQR,BSQUARE Corporation,Miscellaneous,Business Services,S1000909,./yhoo_data/S1000909.csv
BSRR,Sierra Bancorp,Finance,Major Banks,S1000910,./yhoo_data/S1000910.csv
BST,BlackRock Science and Technology Trust,n/a,n/a,S1000911,./yhoo_data/S1000911.csv
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals,S1000912,./yhoo_data/S1000912.csv
BSTG,"Biostage, Inc.",Health Care,Medical/Dental Instruments,S1000913,./yhoo_data/S1000913.csv
BSX,Boston Scientific Corporation,Health Care,Medical/Dental Instruments,S1000914,./yhoo_data/S1000914.csv
BT,BT Group plc,Public Utilities,Telecommunications Equipment,S1000915,./yhoo_data/S1000915.csv
BTA,BlackRock Long-Term Municipal Advantage Trust,n/a,n/a,S1000916,./yhoo_data/S1000916.csv
BTE,Baytex Energy Corp,Energy,Oil & Gas Production,S1000917,./yhoo_data/S1000917.csv
BTEC,Principal Healthcare Innovators Index ETF,n/a,n/a,S1000918,./yhoo_data/S1000918.csv
BTG,B2Gold Corp,Basic Industries,Precious Metals,S1000919,./yhoo_data/S1000919.csv
BTI,British American Tobacco p.l.c.,Consumer Non-Durables,Farming/Seeds/Milling,S1000920,./yhoo_data/S1000920.csv
BTN,"Ballantyne Strong, Inc",Miscellaneous,Industrial Machinery/Components,S1000921,./yhoo_data/S1000921.csv
BTO,John Hancock Financial Opportunities Fund,n/a,n/a,S1000922,./yhoo_data/S1000922.csv
BTT,BlackRock Municipal Target Term Trust Inc. (The),n/a,n/a,S1000923,./yhoo_data/S1000923.csv
BTU,Peabody Energy Corporation,Energy,Coal Mining,S1000924,./yhoo_data/S1000924.csv
BTX,"BioTime, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000925,./yhoo_data/S1000925.csv
BTX.WS,"BioTime, Inc.",n/a,n/a,S1000926,./yhoo_data/S1000926.csv
BTZ,BlackRock Credit Allocation Income Trust,n/a,n/a,S1000927,./yhoo_data/S1000927.csv
BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution),S1000928,./yhoo_data/S1000928.csv
BUFF,"Blue Buffalo Pet Products, Inc.",Consumer Non-Durables,Packaged Foods,S1000929,./yhoo_data/S1000929.csv
BUI,BlackRock Utility and Infrastructure Trust,n/a,n/a,S1000930,./yhoo_data/S1000930.csv
BUR,Burcon NutraScience Corp,Consumer Non-Durables,Packaged Foods,S1000931,./yhoo_data/S1000931.csv
BURL,"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,S1000932,./yhoo_data/S1000932.csv
BUSE,First Busey Corporation,Finance,Major Banks,S1000933,./yhoo_data/S1000933.csv
